Numéro de commande;Date;SKU;Nom;Quantité;
#2381;23-déc.-18;1-0047;Produit 47;1;
#2382;23-déc.-18;1-0001;Produit 1;1;
#2382;23-déc.-18;1-0100;Produit 100;2;
#2383;24-déc.-18;1-0003;Produit 3;1;
#2383;24-déc.-18;1-0022;Produit 22;1;
#2383;24-déc.-18;1-0056;Produit 56;1;
#2383;24-déc.-18;1-0050;Produit 50;5;
#2385;24-déc.-18;1-0066;Produit 66;1;
#2385;24-déc.-18;1-0067;Produit 67;1;
#2386;24-déc.-18;1-0015;Produit 15;1;
#2389;26-déc.-18;1-0033;Produit 33;1;
#2389;26-déc.-18;1-0001;Produit 1;1;
#2389;26-déc.-18;1-0032;Produit 32;1;
#2389;26-déc.-18;1-0056;Produit 56;1;
#2389;26-déc.-18;1-0054;Produit 54;1;
#2389;26-déc.-18;1-0052;Produit 52;1;
#2389;26-déc.-18;1-0050;Produit 50;2;
#2390;26-déc.-18;1-0055;Produit 55;2;
#2391;26-déc.-18;1-0056;Produit 56;1;
#2391;26-déc.-18;1-0062;Produit 62;1;
#2391;26-déc.-18;1-0032;Produit 32;1;
#2391;26-déc.-18;1-0064;Produit 64;1;
#2391;26-déc.-18;1-0067;Produit 67;1;
#2391;26-déc.-18;1-0066;Produit 66;1;
#2391;26-déc.-18;1-0004;Produit 4;1;
#2392;26-déc.-18;1-0054;Produit 54;1;
#2392;26-déc.-18;1-0060;Produit 60;1;
#2392;26-déc.-18;1-0003;Produit 3;1;
#2392;26-déc.-18;1-0025;Produit 25;1;
#2393;26-déc.-18;1-0100;Produit 100;1;
#2393;26-déc.-18;1-0034;Produit 34;1;
#2394;26-déc.-18;1-0087;Produit 87;1;
#2394;26-déc.-18;1-0090;Produit 90;1;
#2394;26-déc.-18;1-0001;Produit 1;1;
#2394;26-déc.-18;1-0060;Produit 60;1;
#2394;26-déc.-18;1-0010;Produit 10;1;
#2394;26-déc.-18;1-0067;Produit 67;1;
#2395;26-déc.-18;1-0012;Produit 12;1;
#2395;26-déc.-18;1-0013;Produit 13;1;
#2395;26-déc.-18;1-0011;Produit 11;1;
#2395;26-déc.-18;1-0050;Produit 50;1;
#2395;26-déc.-18;1-0055;Produit 55;1;
#2395;26-déc.-18;1-0024;Produit 24;1;
#2395;26-déc.-18;1-0097;Produit 97;1;
#2396;26-déc.-18;1-0002;Produit 2;1;
#2396;26-déc.-18;1-0043;Produit 43;1;
#2396;26-déc.-18;1-0034;Produit 34;1;
#2396;26-déc.-18;1-0001;Produit 1;1;
#2396;26-déc.-18;1-0032;Produit 32;1;
#2396;26-déc.-18;1-0040;Produit 40;1;
#2396;26-déc.-18;1-0066;Produit 66;1;
#2397;26-déc.-18;1-0046;Produit 46;2;
#2398;26-déc.-18;1-0055;Produit 55;5;
#2398;26-déc.-18;1-0061;Produit 61;1;
#2398;26-déc.-18;1-0044;Produit 44;3;
#2398;26-déc.-18;1-0065;Produit 65;1;
#2398;26-déc.-18;1-0063;Produit 63;2;
#2398;26-déc.-18;1-0031;Produit 31;1;
#2398;26-déc.-18;1-0033;Produit 33;1;
#2398;26-déc.-18;1-0043;Produit 43;3;
#2399;27-déc.-18;1-0022;Produit 22;1;
#2399;27-déc.-18;1-0026;Produit 26;1;
#2399;27-déc.-18;1-0027;Produit 27;1;
#2399;27-déc.-18;1-0045;Produit 45;1;
#2400;27-déc.-18;1-0010;Produit 10;1;
#2400;27-déc.-18;1-0013;Produit 13;1;
#2400;27-déc.-18;1-0003;Produit 3;1;
#2401;27-déc.-18;1-0023;Produit 23;1;
#2401;27-déc.-18;1-0050;Produit 50;1;
#2401;27-déc.-18;1-0055;Produit 55;1;
#2401;27-déc.-18;1-0063;Produit 63;1;
#2402;27-déc.-18;1-0043;Produit 43;1;
#2402;27-déc.-18;1-0034;Produit 34;1;
#2402;27-déc.-18;1-0067;Produit 67;1;
#2402;27-déc.-18;1-0040;Produit 40;2;
#2402;27-déc.-18;1-0063;Produit 63;1;
#2402;27-déc.-18;1-0061;Produit 61;1;
#2402;27-déc.-18;1-0081;Produit 81;1;
#2403;27-déc.-18;1-0054;Produit 54;1;
#2403;27-déc.-18;1-0096;Produit 96;2;
#2405;27-déc.-18;1-0002;Produit 2;1;
#2405;27-déc.-18;1-0001;Produit 1;1;
#2405;27-déc.-18;1-0055;Produit 55;2;
#2405;27-déc.-18;1-0053;Produit 53;1;
#2405;27-déc.-18;1-0056;Produit 56;1;
#2405;27-déc.-18;1-0040;Produit 40;4;
#2406;27-déc.-18;1-0001;Produit 1;1;
#2406;27-déc.-18;1-0003;Produit 3;2;
#2406;27-déc.-18;1-0059;Produit 59;1;
#2406;27-déc.-18;1-0048;Produit 48;1;
#2407;27-déc.-18;1-0050;Produit 50;3;
#2408;27-déc.-18;1-0003;Produit 3;1;
#2408;27-déc.-18;1-0100;Produit 100;2;
#2409;27-déc.-18;1-0003;Produit 3;1;
#2409;27-déc.-18;1-0050;Produit 50;1;
#2409;27-déc.-18;1-0013;Produit 13;1;
#2409;27-déc.-18;1-0031;Produit 31;1;
#2410;27-déc.-18;1-0010;Produit 10;1;
#2410;27-déc.-18;1-0012;Produit 12;1;
#2410;27-déc.-18;1-0020;Produit 20;1;
#2411;27-déc.-18;1-0070;Produit 70;1;
#2411;27-déc.-18;1-0038;Produit 38;1;
#2411;27-déc.-18;1-0058;Produit 58;1;
#2411;27-déc.-18;1-0057;Produit 57;1;
#2412;27-déc.-18;1-0054;Produit 54;1;
#2412;27-déc.-18;1-0050;Produit 50;1;
#2412;27-déc.-18;1-0060;Produit 60;1;
#2412;27-déc.-18;1-0066;Produit 66;1;
#2413;27-déc.-18;1-0035;Produit 35;1;
#2413;27-déc.-18;1-0032;Produit 32;1;
#2413;27-déc.-18;1-0050;Produit 50;1;
#2413;27-déc.-18;1-0082;Produit 82;1;
#2414;28-déc.-18;1-0012;Produit 12;1;
#2414;28-déc.-18;1-0100;Produit 100;2;
#2414;28-déc.-18;1-0013;Produit 13;1;
#2414;28-déc.-18;1-0055;Produit 55;1;
#2416;28-déc.-18;1-0055;Produit 55;1;
#2417;28-déc.-18;1-0011;Produit 11;1;
#2417;28-déc.-18;1-0010;Produit 10;1;
#2417;28-déc.-18;1-0092;Produit 92;1;
#2417;28-déc.-18;1-0055;Produit 55;1;
#2419;28-déc.-18;1-0032;Produit 32;1;
#2420;28-déc.-18;1-0062;Produit 62;4;
#2421;28-déc.-18;1-0063;Produit 63;2;
#2421;28-déc.-18;1-0050;Produit 50;1;
#2421;28-déc.-18;1-0096;Produit 96;1;
#2422;28-déc.-18;1-0011;Produit 11;1;
#2422;28-déc.-18;1-0068;Produit 68;1;
#2422;28-déc.-18;1-0077;Produit 77;1;
#2423;28-déc.-18;1-0029;Produit 29;2;
#2423;28-déc.-18;1-0060;Produit 60;1;
#2423;28-déc.-18;1-0067;Produit 67;1;
#2424;28-déc.-18;1-0050;Produit 50;2;
#2425;28-déc.-18;1-0056;Produit 56;1;
#2426;28-déc.-18;1-0056;Produit 56;2;
#2426;28-déc.-18;1-0040;Produit 40;1;
#2426;28-déc.-18;1-0032;Produit 32;2;
#2426;28-déc.-18;1-0051;Produit 51;1;
#2427;28-déc.-18;1-0051;Produit 51;1;
#2428;28-déc.-18;1-0069;Produit 69;2;
#2428;28-déc.-18;1-0051;Produit 51;2;
#2428;28-déc.-18;1-0050;Produit 50;2;
#2428;28-déc.-18;1-0055;Produit 55;2;
#2428;28-déc.-18;1-0010;Produit 10;1;
#2428;28-déc.-18;1-0012;Produit 12;1;
#2428;28-déc.-18;1-0064;Produit 64;1;
#2428;28-déc.-18;1-0043;Produit 43;1;
#2428;28-déc.-18;1-0065;Produit 65;2;
#2428;28-déc.-18;1-0063;Produit 63;2;
#2429;28-déc.-18;1-0050;Produit 50;1;
#2429;28-déc.-18;1-0055;Produit 55;1;
#2429;28-déc.-18;1-0003;Produit 3;2;
#2430;28-déc.-18;1-0070;Produit 70;1;
#2430;28-déc.-18;1-0078;Produit 78;1;
#2430;28-déc.-18;1-0057;Produit 57;4;
#2431;28-déc.-18;1-0013;Produit 13;1;
#2431;28-déc.-18;1-0012;Produit 12;1;
#2431;28-déc.-18;1-0040;Produit 40;1;
#2432;28-déc.-18;1-0030;Produit 30;1;
#2432;28-déc.-18;1-0029;Produit 29;1;
#2432;28-déc.-18;1-0028;Produit 28;1;
#2433;28-déc.-18;1-0010;Produit 10;1;
#2433;28-déc.-18;1-0029;Produit 29;1;
#2433;28-déc.-18;1-0064;Produit 64;2;
#2433;28-déc.-18;1-0065;Produit 65;1;
#2433;28-déc.-18;1-0063;Produit 63;1;
#2433;28-déc.-18;1-0061;Produit 61;2;
#2433;28-déc.-18;1-0031;Produit 31;1;
#2433;28-déc.-18;1-0039;Produit 39;4;
#2433;28-déc.-18;1-0051;Produit 51;1;
#2433;28-déc.-18;1-0053;Produit 53;1;
#2433;28-déc.-18;1-0056;Produit 56;1;
#2433;28-déc.-18;1-0054;Produit 54;2;
#2433;28-déc.-18;1-0055;Produit 55;2;
#2434;28-déc.-18;1-0096;Produit 96;1;
#2434;28-déc.-18;1-0081;Produit 81;1;
#2436;29-déc.-18;1-0013;Produit 13;1;
#2436;29-déc.-18;1-0029;Produit 29;1;
#2436;29-déc.-18;1-0067;Produit 67;1;
#2437;29-déc.-18;1-0056;Produit 56;1;
#2437;29-déc.-18;1-0036;Produit 36;2;
#2437;29-déc.-18;1-0055;Produit 55;1;
#2437;29-déc.-18;1-0050;Produit 50;2;
#2437;29-déc.-18;1-0054;Produit 54;1;
#2437;29-déc.-18;1-0039;Produit 39;1;
#2437;29-déc.-18;1-0034;Produit 34;3;
#2438;29-déc.-18;1-0062;Produit 62;1;
#2438;29-déc.-18;1-0059;Produit 59;1;
#2438;29-déc.-18;1-0034;Produit 34;1;
#2438;29-déc.-18;1-0063;Produit 63;1;
#2438;29-déc.-18;1-0065;Produit 65;1;
#2438;29-déc.-18;1-0066;Produit 66;2;
#2439;29-déc.-18;1-0020;Produit 20;1;
#2439;29-déc.-18;1-0004;Produit 4;1;
#2439;29-déc.-18;1-0048;Produit 48;1;
#2440;29-déc.-18;1-0070;Produit 70;1;
#2440;29-déc.-18;1-0008;Produit 8;1;
#2440;29-déc.-18;1-0053;Produit 53;1;
#2440;29-déc.-18;1-0007;Produit 7;1;
#2440;29-déc.-18;1-0005;Produit 5;1;
#2440;29-déc.-18;1-0006;Produit 6;1;
#2440;29-déc.-18;1-0001;Produit 1;1;
#2440;29-déc.-18;1-0003;Produit 3;2;
#2441;29-déc.-18;1-0100;Produit 100;2;
#2441;29-déc.-18;1-0008;Produit 8;3;
#2441;29-déc.-18;1-0012;Produit 12;4;
#2442;29-déc.-18;1-0004;Produit 4;1;
#2442;29-déc.-18;1-0053;Produit 53;1;
#2442;29-déc.-18;1-0056;Produit 56;1;
#2442;29-déc.-18;1-0050;Produit 50;1;
#2442;29-déc.-18;1-0042;Produit 42;1;
#2442;29-déc.-18;1-0033;Produit 33;1;
#2442;29-déc.-18;1-0059;Produit 59;1;
#2442;29-déc.-18;1-0060;Produit 60;1;
#2443;29-déc.-18;1-0013;Produit 13;1;
#2443;29-déc.-18;1-0011;Produit 11;1;
#2443;29-déc.-18;1-0100;Produit 100;1;
#2443;29-déc.-18;1-0064;Produit 64;1;
#2443;29-déc.-18;1-0061;Produit 61;1;
#2444;29-déc.-18;1-0013;Produit 13;1;
#2444;29-déc.-18;1-0036;Produit 36;1;
#2444;29-déc.-18;1-0037;Produit 37;1;
#2444;29-déc.-18;1-0065;Produit 65;2;
#2444;29-déc.-18;1-0067;Produit 67;1;
#2445;29-déc.-18;1-0041;Produit 41;1;
#2445;29-déc.-18;1-0048;Produit 48;1;
#2445;29-déc.-18;1-0043;Produit 43;1;
#2445;29-déc.-18;1-0005;Produit 5;1;
#2445;29-déc.-18;1-0001;Produit 1;1;
#2445;29-déc.-18;1-0003;Produit 3;1;
#2445;29-déc.-18;1-0061;Produit 61;1;
#2446;29-déc.-18;1-0050;Produit 50;1;
#2446;29-déc.-18;1-0022;Produit 22;1;
#2446;29-déc.-18;1-0046;Produit 46;1;
#2446;29-déc.-18;1-0047;Produit 47;1;
#2446;29-déc.-18;1-0041;Produit 41;1;
#2446;29-déc.-18;1-0034;Produit 34;1;
#2446;29-déc.-18;1-0064;Produit 64;1;
#2447;29-déc.-18;1-0011;Produit 11;1;
#2447;29-déc.-18;1-0043;Produit 43;1;
#2447;29-déc.-18;1-0044;Produit 44;1;
#2447;29-déc.-18;1-0040;Produit 40;1;
#2448;29-déc.-18;1-0015;Produit 15;1;
#2449;29-déc.-18;1-0028;Produit 28;1;
#2449;29-déc.-18;1-0045;Produit 45;1;
#2449;29-déc.-18;1-0030;Produit 30;1;
#2449;29-déc.-18;1-0066;Produit 66;1;
#2449;29-déc.-18;1-0053;Produit 53;1;
#2449;29-déc.-18;1-0056;Produit 56;1;
#2449;29-déc.-18;1-0050;Produit 50;2;
#2449;29-déc.-18;1-0067;Produit 67;1;
#2449;29-déc.-18;1-0003;Produit 3;2;
#2450;29-déc.-18;1-0023;Produit 23;1;
#2450;29-déc.-18;1-0057;Produit 57;1;
#2450;29-déc.-18;1-0053;Produit 53;1;
#2450;29-déc.-18;1-0056;Produit 56;1;
#2450;29-déc.-18;1-0038;Produit 38;1;
#2450;29-déc.-18;1-0014;Produit 14;1;
#2451;29-déc.-18;1-0029;Produit 29;1;
#2451;29-déc.-18;1-0053;Produit 53;5;
#2452;29-déc.-18;1-0016;Produit 16;1;
#2454;30-déc.-18;1-0055;Produit 55;1;
#2454;30-déc.-18;1-0016;Produit 16;1;
#2454;30-déc.-18;1-0003;Produit 3;1;
#2454;30-déc.-18;1-0050;Produit 50;4;
#2455;30-déc.-18;1-0082;Produit 82;1;
#2455;30-déc.-18;1-0064;Produit 64;2;
#2455;30-déc.-18;1-0067;Produit 67;2;
#2455;30-déc.-18;1-0063;Produit 63;1;
#2457;30-déc.-18;1-0030;Produit 30;1;
#2457;30-déc.-18;1-0061;Produit 61;1;
#2457;30-déc.-18;1-0059;Produit 59;1;
#2457;30-déc.-18;1-0065;Produit 65;1;
#2458;30-déc.-18;1-0012;Produit 12;1;
#2460;30-déc.-18;1-0008;Produit 8;1;
#2461;30-déc.-18;1-0056;Produit 56;1;
#2461;30-déc.-18;1-0075;Produit 75;1;
#2461;30-déc.-18;1-0038;Produit 38;1;
#2462;30-déc.-18;1-0008;Produit 8;2;
#2462;30-déc.-18;1-0027;Produit 27;2;
#2462;30-déc.-18;1-0056;Produit 56;1;
#2462;30-déc.-18;1-0055;Produit 55;1;
#2462;30-déc.-18;1-0053;Produit 53;1;
#2462;30-déc.-18;1-0054;Produit 54;1;
#2462;30-déc.-18;1-0052;Produit 52;1;
#2463;30-déc.-18;1-0004;Produit 4;1;
#2463;30-déc.-18;1-0060;Produit 60;1;
#2463;30-déc.-18;1-0059;Produit 59;1;
#2464;30-déc.-18;1-0050;Produit 50;3;
#2464;30-déc.-18;1-0052;Produit 52;1;
#2464;30-déc.-18;1-0057;Produit 57;2;
#2465;30-déc.-18;1-0057;Produit 57;1;
#2465;30-déc.-18;1-0056;Produit 56;1;
#2465;30-déc.-18;1-0050;Produit 50;1;
#2466;30-déc.-18;1-0061;Produit 61;1;
#2466;30-déc.-18;1-0008;Produit 8;2;
#2466;30-déc.-18;1-0055;Produit 55;4;
#2466;30-déc.-18;1-0060;Produit 60;1;
#2466;30-déc.-18;1-0067;Produit 67;1;
#2466;30-déc.-18;1-0063;Produit 63;1;
#2467;30-déc.-18;1-0058;Produit 58;1;
#2467;30-déc.-18;1-0050;Produit 50;2;
#2467;30-déc.-18;1-0074;Produit 74;1;
#2467;30-déc.-18;1-0001;Produit 1;1;
#2467;30-déc.-18;1-0049;Produit 49;1;
#2467;30-déc.-18;1-0008;Produit 8;1;
#2468;30-déc.-18;1-0052;Produit 52;1;
#2468;30-déc.-18;1-0055;Produit 55;6;
#2471;31-déc.-18;1-0032;Produit 32;1;
#2471;31-déc.-18;1-0063;Produit 63;4;
#2472;31-déc.-18;1-0082;Produit 82;1;
#2473;31-déc.-18;1-0050;Produit 50;3;
#2473;31-déc.-18;1-0055;Produit 55;2;
#2473;31-déc.-18;1-0068;Produit 68;1;
#2473;31-déc.-18;1-0007;Produit 7;1;
#2473;31-déc.-18;1-0008;Produit 8;1;
#2474;31-déc.-18;1-0001;Produit 1;1;
#2474;31-déc.-18;1-0032;Produit 32;1;
#2474;31-déc.-18;1-0066;Produit 66;1;
#2474;31-déc.-18;1-0067;Produit 67;1;
#2474;31-déc.-18;1-0063;Produit 63;2;
#2474;31-déc.-18;1-0061;Produit 61;1;
#2474;31-déc.-18;1-0017;Produit 17;1;
#2474;31-déc.-18;1-0004;Produit 4;1;
#2474;31-déc.-18;1-0100;Produit 100;1;
#2474;31-déc.-18;1-0058;Produit 58;1;
#2474;31-déc.-18;1-0050;Produit 50;1;
#2475;31-déc.-18;1-0066;Produit 66;2;
#2475;31-déc.-18;1-0067;Produit 67;1;
#2475;31-déc.-18;1-0061;Produit 61;1;
#2475;31-déc.-18;1-0054;Produit 54;2;
#2475;31-déc.-18;1-0052;Produit 52;1;
#2475;31-déc.-18;1-0050;Produit 50;5;
#2476;31-déc.-18;1-0050;Produit 50;1;
#2476;31-déc.-18;1-0036;Produit 36;1;
#2476;31-déc.-18;1-0033;Produit 33;1;
#2476;31-déc.-18;1-0032;Produit 32;3;
#2476;31-déc.-18;1-0067;Produit 67;2;
#2476;31-déc.-18;1-0049;Produit 49;1;
#2476;31-déc.-18;1-0066;Produit 66;1;
#2476;31-déc.-18;1-0041;Produit 41;1;
#2476;31-déc.-18;1-0056;Produit 56;2;
#2477;31-déc.-18;1-0022;Produit 22;1;
#2477;31-déc.-18;1-0053;Produit 53;1;
#2477;31-déc.-18;1-0081;Produit 81;1;
#2477;31-déc.-18;1-0055;Produit 55;1;
#2477;31-déc.-18;1-0050;Produit 50;1;
#2477;31-déc.-18;1-0004;Produit 4;1;
#2478;31-déc.-18;1-0033;Produit 33;1;
#2478;31-déc.-18;1-0032;Produit 32;1;
#2478;31-déc.-18;1-0035;Produit 35;1;
#2478;31-déc.-18;1-0031;Produit 31;1;
#2478;31-déc.-18;1-0070;Produit 70;1;
#2478;31-déc.-18;1-0062;Produit 62;1;
#2478;31-déc.-18;1-0056;Produit 56;1;
#2478;31-déc.-18;1-0054;Produit 54;1;
#2478;31-déc.-18;1-0050;Produit 50;2;
#2479;1-janv.-19;1-0092;Produit 92;1;
#2480;1-janv.-19;1-0004;Produit 4;1;
#2480;1-janv.-19;1-0010;Produit 10;1;
#2482;1-janv.-19;1-0059;Produit 59;1;
#2482;1-janv.-19;1-0065;Produit 65;4;
#2482;1-janv.-19;1-0063;Produit 63;2;
#2482;1-janv.-19;1-0061;Produit 61;2;
#2482;1-janv.-19;1-0050;Produit 50;2;
#2482;1-janv.-19;1-0016;Produit 16;1;
#2483;1-janv.-19;1-0082;Produit 82;1;
#2483;1-janv.-19;1-0071;Produit 71;1;
#2483;1-janv.-19;1-0075;Produit 75;1;
#2483;1-janv.-19;1-0074;Produit 74;1;
#2483;1-janv.-19;1-0078;Produit 78;1;
#2484;1-janv.-19;1-0001;Produit 1;1;
#2484;1-janv.-19;1-0053;Produit 53;2;
#2485;1-janv.-19;1-0008;Produit 8;1;
#2485;1-janv.-19;1-0012;Produit 12;1;
#2486;1-janv.-19;1-0045;Produit 45;1;
#2488;1-janv.-19;1-0050;Produit 50;2;
#2488;1-janv.-19;1-0026;Produit 26;2;
#2488;1-janv.-19;1-0025;Produit 25;3;
#2488;1-janv.-19;1-0011;Produit 11;2;
#2489;1-janv.-19;1-0039;Produit 39;1;
#2489;1-janv.-19;1-0050;Produit 50;1;
#2489;1-janv.-19;1-0070;Produit 70;1;
#2490;1-janv.-19;1-0001;Produit 1;1;
#2490;1-janv.-19;1-0003;Produit 3;2;
#2490;1-janv.-19;1-0055;Produit 55;1;
#2491;1-janv.-19;1-0055;Produit 55;1;
#2491;1-janv.-19;1-0053;Produit 53;1;
#2491;1-janv.-19;1-0061;Produit 61;1;
#2491;1-janv.-19;1-0012;Produit 12;1;
#2493;1-janv.-19;1-0008;Produit 8;2;
#2494;2-janv.-19;1-0039;Produit 39;4;
#2494;2-janv.-19;1-0055;Produit 55;4;
#2495;2-janv.-19;1-0064;Produit 64;2;
#2495;2-janv.-19;1-0040;Produit 40;1;
#2497;2-janv.-19;1-0012;Produit 12;1;
#2498;2-janv.-19;1-0100;Produit 100;1;
#2498;2-janv.-19;1-0004;Produit 4;1;
#2498;2-janv.-19;1-0066;Produit 66;1;
#2498;2-janv.-19;1-0067;Produit 67;2;
#2498;2-janv.-19;1-0064;Produit 64;1;
#2498;2-janv.-19;1-0031;Produit 31;2;
#2498;2-janv.-19;1-0032;Produit 32;1;
#2499;2-janv.-19;1-0050;Produit 50;1;
#2499;2-janv.-19;1-0010;Produit 10;1;
#2499;2-janv.-19;1-0013;Produit 13;1;
#2499;2-janv.-19;1-0006;Produit 6;1;
#2499;2-janv.-19;1-0041;Produit 41;1;
#2499;2-janv.-19;1-0045;Produit 45;1;
#2499;2-janv.-19;1-0040;Produit 40;1;
#2499;2-janv.-19;1-0003;Produit 3;2;
#2500;2-janv.-19;1-0050;Produit 50;1;
#2500;2-janv.-19;1-0003;Produit 3;2;
#2500;2-janv.-19;1-0012;Produit 12;1;
#2500;2-janv.-19;1-0010;Produit 10;1;
#2500;2-janv.-19;1-0015;Produit 15;1;
#2501;2-janv.-19;1-0053;Produit 53;1;
#2502;2-janv.-19;1-0058;Produit 58;1;
#2502;2-janv.-19;1-0056;Produit 56;4;
#2502;2-janv.-19;1-0050;Produit 50;5;
#2502;2-janv.-19;1-0063;Produit 63;1;
#2502;2-janv.-19;1-0100;Produit 100;3;
#2503;2-janv.-19;1-0038;Produit 38;1;
#2503;2-janv.-19;1-0067;Produit 67;1;
#2504;2-janv.-19;1-0013;Produit 13;1;
#2504;2-janv.-19;1-0100;Produit 100;1;
#2504;2-janv.-19;1-0050;Produit 50;1;
#2505;2-janv.-19;1-0068;Produit 68;1;
#2505;2-janv.-19;1-0026;Produit 26;2;
#2505;2-janv.-19;1-0050;Produit 50;1;
#2506;2-janv.-19;1-0063;Produit 63;1;
#2507;2-janv.-19;1-0003;Produit 3;1;
#2509;2-janv.-19;1-0061;Produit 61;5;
#2510;2-janv.-19;1-0100;Produit 100;2;
#2510;2-janv.-19;1-0013;Produit 13;1;
#2511;2-janv.-19;1-0010;Produit 10;1;
#2511;2-janv.-19;1-0012;Produit 12;1;
#2511;2-janv.-19;1-0039;Produit 39;2;
#2512;2-janv.-19;1-0056;Produit 56;1;
#2512;2-janv.-19;1-0016;Produit 16;1;
#2512;2-janv.-19;1-0045;Produit 45;1;
#2512;2-janv.-19;1-0052;Produit 52;1;
#2513;2-janv.-19;1-0082;Produit 82;1;
#2513;2-janv.-19;1-0004;Produit 4;1;
#2514;2-janv.-19;1-0034;Produit 34;1;
#2515;2-janv.-19;1-0064;Produit 64;1;
#2515;2-janv.-19;1-0061;Produit 61;1;
#2515;2-janv.-19;1-0030;Produit 30;1;
#2515;2-janv.-19;1-0028;Produit 28;1;
#2515;2-janv.-19;1-0055;Produit 55;1;
#2515;2-janv.-19;1-0053;Produit 53;1;
#2515;2-janv.-19;1-0054;Produit 54;1;
#2516;2-janv.-19;1-0055;Produit 55;1;
#2516;2-janv.-19;1-0050;Produit 50;1;
#2516;2-janv.-19;1-0006;Produit 6;1;
#2516;2-janv.-19;1-0015;Produit 15;2;
#2516;2-janv.-19;1-0047;Produit 47;1;
#2516;2-janv.-19;1-0039;Produit 39;1;
#2517;2-janv.-19;1-0036;Produit 36;1;
#2517;2-janv.-19;1-0081;Produit 81;1;
#2517;2-janv.-19;1-0003;Produit 3;2;
#2518;2-janv.-19;1-0061;Produit 61;1;
#2518;2-janv.-19;1-0004;Produit 4;1;
#2518;2-janv.-19;1-0040;Produit 40;1;
#2519;2-janv.-19;1-0015;Produit 15;1;
#2519;2-janv.-19;1-0004;Produit 4;1;
#2520;2-janv.-19;1-0025;Produit 25;1;
#2520;2-janv.-19;1-0056;Produit 56;1;
#2521;2-janv.-19;1-0065;Produit 65;1;
#2521;2-janv.-19;1-0063;Produit 63;2;
#2521;2-janv.-19;1-0053;Produit 53;2;
#2521;2-janv.-19;1-0061;Produit 61;4;
#2522;2-janv.-19;1-0055;Produit 55;5;
#2522;2-janv.-19;1-0050;Produit 50;5;
#2522;2-janv.-19;1-0025;Produit 25;3;
#2522;2-janv.-19;1-0015;Produit 15;1;
#2522;2-janv.-19;1-0039;Produit 39;1;
#2522;2-janv.-19;1-0040;Produit 40;1;
#2522;2-janv.-19;1-0003;Produit 3;1;
#2523;2-janv.-19;1-0056;Produit 56;1;
#2525;2-janv.-19;1-0038;Produit 38;1;
#2525;2-janv.-19;1-0061;Produit 61;1;
#2525;2-janv.-19;1-0056;Produit 56;1;
#2525;2-janv.-19;1-0054;Produit 54;1;
#2525;2-janv.-19;1-0092;Produit 92;1;
#2526;2-janv.-19;1-0003;Produit 3;1;
#2526;2-janv.-19;1-0061;Produit 61;1;
#2526;2-janv.-19;1-0039;Produit 39;1;
#2526;2-janv.-19;1-0040;Produit 40;1;
#2526;2-janv.-19;1-0007;Produit 7;1;
#2527;3-janv.-19;1-0042;Produit 42;4;
#2527;3-janv.-19;1-0050;Produit 50;4;
#2527;3-janv.-19;1-0024;Produit 24;1;
#2527;3-janv.-19;1-0026;Produit 26;1;
#2527;3-janv.-19;1-0058;Produit 58;3;
#2527;3-janv.-19;1-0041;Produit 41;2;
#2528;3-janv.-19;1-0096;Produit 96;1;
#2528;3-janv.-19;1-0039;Produit 39;1;
#2529;3-janv.-19;1-0007;Produit 7;1;
#2529;3-janv.-19;1-0008;Produit 8;1;
#2529;3-janv.-19;1-0037;Produit 37;1;
#2529;3-janv.-19;1-0033;Produit 33;3;
#2529;3-janv.-19;1-0066;Produit 66;1;
#2529;3-janv.-19;1-0067;Produit 67;1;
#2529;3-janv.-19;1-0003;Produit 3;2;
#2531;3-janv.-19;1-0056;Produit 56;1;
#2531;3-janv.-19;1-0055;Produit 55;5;
#2534;3-janv.-19;1-0071;Produit 71;1;
#2534;3-janv.-19;1-0015;Produit 15;1;
#2534;3-janv.-19;1-0031;Produit 31;1;
#2534;3-janv.-19;1-0050;Produit 50;4;
#2535;3-janv.-19;1-0055;Produit 55;1;
#2535;3-janv.-19;1-0054;Produit 54;1;
#2535;3-janv.-19;1-0066;Produit 66;1;
#2535;3-janv.-19;1-0050;Produit 50;2;
#2535;3-janv.-19;1-0029;Produit 29;1;
#2535;3-janv.-19;1-0096;Produit 96;1;
#2536;3-janv.-19;1-0100;Produit 100;1;
#2536;3-janv.-19;1-0035;Produit 35;1;
#2537;3-janv.-19;1-0047;Produit 47;1;
#2537;3-janv.-19;1-0067;Produit 67;1;
#2537;3-janv.-19;1-0063;Produit 63;3;
#2538;3-janv.-19;1-0100;Produit 100;1;
#2539;3-janv.-19;1-0037;Produit 37;1;
#2539;3-janv.-19;1-0067;Produit 67;1;
#2540;3-janv.-19;1-0067;Produit 67;1;
#2541;3-janv.-19;1-0014;Produit 14;2;
#2541;3-janv.-19;1-0055;Produit 55;10;
#2542;3-janv.-19;1-0100;Produit 100;1;
#2542;3-janv.-19;1-0034;Produit 34;2;
#2542;3-janv.-19;1-0033;Produit 33;1;
#2542;3-janv.-19;1-0015;Produit 15;1;
#2543;3-janv.-19;1-0023;Produit 23;1;
#2544;3-janv.-19;1-0060;Produit 60;1;
#2544;3-janv.-19;1-0064;Produit 64;1;
#2544;3-janv.-19;1-0013;Produit 13;2;
#2544;3-janv.-19;1-0100;Produit 100;2;
